,,,,,,,36057,C S,1213,10,Programming with Python,"Chekuri, Omkar Saiswaroop Varma",Jan 13 - May 2,9 out of 120,No Wait List,
C S 1213-010 -Programming with Python,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
,,,,,,,17658,C S,3323,1,Princ-Programming Languages,"Cheng, Qi",Jan 13 - May 2,7 out of 120,0 Waiting
C S 3323-001 -Princ-Programming Languages,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Qi Cheng,Seats Left:,7 out of 120,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"Prerequisite: C S 2413 or C S 2414, and C S 2813 or MATH 2513, and ENGL 3153 or BC 2813 or ENGR 2002 as a prerequisite or concurrent enrollment. An introduction to theoretical foundations and paradigms of programming languages. Topics include basic concepts such as lexical analysis, syntax analysis, type systems and semantics, some practical issues such as memory management and exception handling, and programming paradigms such as imperative programming, object-oriented programming, functional programming and scripting. (Sp)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,1:30 pm - 2:45 pm,Dale Hall 128,TR,,,,,,,,,,,
,May 5 (Final Exam),1:30 pm - 3:30 pm,Dale Hall 128,M,,,,,,,,,,,
,,,,,,,48184,C S,3440,2,Mentored Research Experience,"Ebert, David",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-002 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,48206,C S,3440,5,Mentored Research Experience,"Pan, Chongle",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-005 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chongle Pan,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,46412,C S,3440,6,Mentored Research Experience,"Diochnos, Dimitrios",Jan 13 - May 9,5 out of 5,No Wait List
C S 3440-006 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Dimitrios Diochnos,Seats Left:,5 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,46704,C S,3440,7,Mentored Research Experience,"Zhao, Shangqing",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-007 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Shangqing Zhao,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,38030,C S,3440,8,Mentored Research Experience,"Cao, Jie",Jan 13 - May 9,5 out of 5,No Wait List
C S 3440-008 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Jie Cao,Seats Left:,5 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,46740,C S,3440,10,Mentored Research Experience,"Gruenwald, Gia-Loi",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-010 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Gia-Loi Gruenwald,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,44780,C S,3440,13,Mentored Research Experience,"Maiti, Anindya",Jan 13 - May 9,1 out of 5,No Wait List
C S 3440-013 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Anindya Maiti,Seats Left:,1 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,45005,C S,3440,14,Mentored Research Experience,"Lan, Chao",Jan 13 - May 9,5 out of 5,No Wait List
C S 3440-014 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Chao Lan,Seats Left:,5 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,44952,C S,3440,16,Mentored Research Experience,"Habibi, Golnaz",Jan 13 - May 9,3 out of 5,No Wait List
C S 3440-016 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Golnaz Habibi,Seats Left:,3 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,46557,C S,3440,18,Mentored Research Experience,"Fagg, Andrew",Jan 13 - May 9,5 out of 5,No Wait List
C S 3440-018 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Andrew Fagg,Seats Left:,5 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,44873,C S,3440,21,Mentored Research Experience,"Quadri, Ghulam",Jan 13 - May 9,5 out of 5,No Wait List
C S 3440-021 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Ghulam Quadri,Seats Left:,5 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,43546,C S,3440,22,Mentored Research Experience,"Khanmohammadi, Sina",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-022 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Sina Khanmohammadi,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47700,C S,3440,24,Mentored Research Experience,"Demirel, Doga",Jan 13 - May 9,1 out of 5,No Wait List
C S 3440-024 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Doga Demirel,Seats Left:,1 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,47701,C S,3440,25,Mentored Research Experience,"Lin, Beiyu",Jan 13 - May 9,4 out of 5,No Wait List
C S 3440-025 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Beiyu Lin,Seats Left:,4 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,48253,C S,3440,97,Mentored Research Experience,"Cheng, Szeming",Jan 13 - May 9,2 out of 5,No Wait List
C S 3440-097 -Mentored Research Experience,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Szeming Cheng,Seats Left:,2 out of 5,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,No Wait List,,,,,,,,,
"0 to 3 hours. Prerequisite: ENGL 1213 or EXPO 1213, and permission of instructor; may be repeated; maximum credit 12 hours. For the inquisitive student to apply computer science in a project under the mentorship of a faculty member. Student and instructor should complete an Undergraduate Research & Creative Projects (URCP) Mentoring Agreement and file it with the URCP office. Not for honors credit. . (F, Sp, Su)",Repeatable:,Max Hours: 12,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 9,Times not available,Location not available,Days not available,,,,,,,,,,,
,,,,,,,39950,C S,3823,2,Theory of Computation,"Grimley, Lauren E.",Jan 13 - May 2,60 out of 120,0 Waiting
C S 3823-002 -Theory of Computation,,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
Lauren E. Grimley,Seats Left:,60 out of 120,Schedule:,Lecture,Delivery:,Traditional In-Person,,,,,,,,,
Class Description,Term:,Full Term,GenEd Type:,None,Wait List:,0 Waiting,,,,,,,,,
"Prerequisite: (CS 2413 or CS 2414 and CS 2813 or MATH 2513) or CS 5005 or DSA 5005. Introduction to abstract machine theory and formal language theory. Topics include Turing machines, finite/pushdown automata, deterministic versus nondeterministic computations, context-free grammars, and mathematical properties of these systems. (F)",Repeatable:,Not Repeatable,,,,,,,,,,,,,
,Meeting Dates,Meeting Times,Location,Meeting Days,,,,,,,,,,,
,Jan 13 - May 2,12:00 pm - 1:15 pm,Dale Hall 218,TR,,,,,,,,,,,
,May 6 (Final Exam),1:30 pm - 3:30 pm,Dale Hall 218,T,,,,,,,,,,,
,,,,,,,17725,C S,3960,2,Honors Reading (HONORS),"Ebert, David",Jan 13 - May 9,3 out of 3,No Wait List
C S 3960-002 -Honors Reading (HONORS),,,,,,,,,,,,,,,
Instructor,Quick Facts,,,,,,,,,,,,,,
David Ebert,Seats Left:,3 out of 3,Schedule:,Independent Study,Delivery:,Traditional In-Person,,,,,,,,,
